invoice_id,resident_id,invoice_number,invoice_date,due_date,description,amount,status,payment_id,year,month,created_at,updated_at
383,A057,INV-2025-000383,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
384,A058,INV-2024-000384,2024-01-01,2024-01-31,Membership Fee,10.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
385,A058,INV-2023-000385,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
386,A058,INV-2025-000386,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
387,A058,INV-2025-000387,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
388,A058,INV-2025-000388,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
389,A058,INV-2025-000389,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
390,A058,INV-2025-000390,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
391,A060,INV-2023-000391,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
392,A060,INV-2023-000392,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
393,A060,INV-2025-000393,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
394,A060,INV-2025-000394,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
395,A060,INV-2025-000395,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
396,A060,INV-2025-000396,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
397,A060,INV-2025-000397,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
398,A060,INV-2025-000398,2025-08-01,2025-08-31,Guard Fee - August 2025,30.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
399,A062,INV-2023-000399,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
400,A062,INV-2023-000400,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
401,A062,INV-2025-000401,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
402,A062,INV-2025-000402,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
403,A062,INV-2025-000403,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
404,A062,INV-2025-000404,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
405,A062,INV-2025-000405,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
406,B001,INV-2023-000406,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
407,B001,INV-2023-000407,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
408,B001,INV-2025-000408,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
409,B001,INV-2025-000409,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
410,B001,INV-2025-000410,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
411,B001,INV-2025-000411,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
412,B001,INV-2025-000412,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
413,B002,INV-2023-000413,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
414,B002,INV-2023-000414,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
415,B002,INV-2025-000415,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
416,B002,INV-2025-000416,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
417,B002,INV-2025-000417,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
418,B002,INV-2025-000418,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
419,B003,INV-2024-000419,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
420,B004,INV-2025-000420,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
421,B004,INV-2025-000421,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
422,B004,INV-2025-000422,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
423,B004,INV-2025-000423,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
424,B004,INV-2025-000424,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
425,B004,INV-2025-000425,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
426,B006,INV-2023-000426,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
427,B006,INV-2023-000427,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
428,B006,INV-2024-000428,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
429,B006,INV-2025-000429,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
430,B006,INV-2025-000430,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
431,B006,INV-2025-000431,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
432,B006,INV-2025-000432,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
433,B006,INV-2025-000433,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
434,B006,INV-2025-000434,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
435,B007,INV-2023-000435,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
436,B007,INV-2023-000436,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
437,B007,INV-2025-000437,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
438,B007,INV-2025-000438,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
439,B007,INV-2025-000439,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
440,B007,INV-2025-000440,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
441,B007,INV-2025-000441,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
442,B007,INV-2025-000442,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
443,B008,INV-2023-000443,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
444,B008,INV-2023-000444,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
445,B008,INV-2025-000445,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
446,B008,INV-2025-000446,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
447,B008,INV-2025-000447,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
448,B008,INV-2025-000448,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
449,B008,INV-2025-000449,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
450,B008,INV-2025-000450,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
451,B010,INV-2023-000451,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
452,B010,INV-2023-000452,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
453,B010,INV-2025-000453,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
454,B010,INV-2025-000454,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
455,B010,INV-2025-000455,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
456,B010,INV-2025-000456,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
457,B010,INV-2025-000457,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
458,B010,INV-2025-000458,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
459,B011,INV-2023-000459,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
460,B011,INV-2023-000460,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
461,B011,INV-2024-000461,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
462,B011,INV-2025-000462,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
463,B011,INV-2025-000463,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
464,B011,INV-2025-000464,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
465,B011,INV-2025-000465,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
466,B011,INV-2025-000466,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
467,B011,INV-2025-000467,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
468,B012,INV-2023-000468,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
469,B012,INV-2023-000469,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
470,B012,INV-2024-000470,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
471,B012,INV-2025-000471,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
472,B012,INV-2025-000472,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
473,B012,INV-2025-000473,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
474,B012,INV-2025-000474,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
475,B012,INV-2025-000475,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
476,B012,INV-2025-000476,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
477,B013,INV-2023-000477,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
478,B013,INV-2023-000478,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
479,B013,INV-2025-000479,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
480,B013,INV-2025-000480,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
481,B013,INV-2025-000481,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
482,B013,INV-2025-000482,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
483,B013,INV-2025-000483,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
484,B013,INV-2025-000484,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
485,B013,INV-2025-000485,2025-01-01,2025-01-31,Excess Payment Brought Forward,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
486,B014,INV-2023-000486,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
487,B014,INV-2023-000487,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
488,B014,INV-2024-000488,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
489,B014,INV-2025-000489,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
490,B014,INV-2025-000490,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
491,B014,INV-2025-000491,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
492,B014,INV-2025-000492,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
493,B014,INV-2025-000493,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
494,B014,INV-2025-000494,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
495,B015,INV-2023-000495,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
496,B015,INV-2023-000496,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
497,B015,INV-2025-000497,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
498,B015,INV-2025-000498,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
499,B015,INV-2025-000499,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
500,B015,INV-2025-000500,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
501,B015,INV-2025-000501,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
502,B016,INV-2023-000502,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
503,B016,INV-2023-000503,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
504,B016,INV-2025-000504,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
505,B016,INV-2025-000505,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
506,B016,INV-2025-000506,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
507,B016,INV-2025-000507,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
508,B016,INV-2025-000508,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
509,B016,INV-2025-000509,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
510,B017,INV-2023-000510,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
511,B017,INV-2023-000511,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
512,B017,INV-2024-000512,2024-01-01,2024-01-31,Annual Fee 2024,50.0,PAID,,2024,1,2025-08-16 03:45:36,2025-08-16 03:45:36
513,B017,INV-2025-000513,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
514,B017,INV-2025-000514,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
515,B017,INV-2025-000515,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
516,B017,INV-2025-000516,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
517,B017,INV-2025-000517,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
518,B017,INV-2025-000518,2025-08-01,2025-08-31,Guard Fee - August 2025,30.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
519,B018,INV-2025-000519,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
520,B018,INV-2025-000520,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
521,B018,INV-2025-000521,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
522,B018,INV-2025-000522,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
523,B018,INV-2025-000523,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
524,B019,INV-2025-000524,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
525,B019,INV-2025-000525,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
526,B019,INV-2025-000526,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
527,B019,INV-2025-000527,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
528,B020,INV-2025-000528,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
529,B020,INV-2025-000529,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
530,B020,INV-2025-000530,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
531,B020,INV-2025-000531,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
532,B020,INV-2025-000532,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
533,B020,INV-2025-000533,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
534,B021,INV-2023-000534,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
535,B021,INV-2023-000535,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
536,B021,INV-2025-000536,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
537,B021,INV-2025-000537,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
538,B021,INV-2025-000538,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
539,B021,INV-2025-000539,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
540,B021,INV-2025-000540,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
541,B022,INV-2023-000541,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
542,B022,INV-2023-000542,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
543,B022,INV-2025-000543,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
544,B022,INV-2025-000544,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
545,B022,INV-2025-000545,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
546,B022,INV-2025-000546,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
547,B022,INV-2025-000547,2025-07-01,2025-07-31,Guard Fee - July 2025,30.0,PAID,,2025,7,2025-08-16 03:45:36,2025-08-16 03:45:36
548,B022,INV-2025-000548,2025-08-01,2025-08-31,Guard Fee - August 2025,55.0,PENDING,,2025,8,2025-08-16 03:45:36,2025-08-16 03:45:36
549,B023,INV-2023-000549,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
550,B023,INV-2023-000550,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
551,B023,INV-2025-000551,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
552,B023,INV-2025-000552,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
553,B023,INV-2025-000553,2025-05-01,2025-05-31,Guard Fee - May 2025,30.0,PAID,,2025,5,2025-08-16 03:45:36,2025-08-16 03:45:36
554,B023,INV-2025-000554,2025-06-01,2025-06-30,Guard Fee - June 2025,30.0,PAID,,2025,6,2025-08-16 03:45:36,2025-08-16 03:45:36
555,B024,INV-2023-000555,2023-01-01,2023-01-31,Membership Fee,10.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
556,B024,INV-2023-000556,2023-01-01,2023-01-31,Annual Fee 2023,50.0,PAID,,2023,1,2025-08-16 03:45:36,2025-08-16 03:45:36
557,B024,INV-2025-000557,2025-01-01,2025-01-31,Guard Fee - Raya,30.0,PENDING,,2025,1,2025-08-16 03:45:36,2025-08-16 03:45:36
558,B024,INV-2025-000558,2025-04-01,2025-04-30,Guard Fee - April 2025,30.0,PAID,,2025,4,2025-08-16 03:45:36,2025-08-16 03:45:36
